INDEX,targetlat,targetlon,GPSINDEX,GPS_TIME,Date_time,DATE_only,Source,RE_SIGHTING,RESIGHTING_no,SPECIES,groupid,RADIALDIST,ESTIMATEDA,ASPECTVALU,THEO,BINOC,photoid,LOWNUMBER,BESTNUMBER,HIGHNUMBER,CALVES,CUE,BEHAVIOUR,COMMENT,DATE,BUTTONREF,vardir,#_SUB_GR,#_ANIMAL,SPAC,CALF_ASSOC,LINE,SYN,MIL,DIST,BR,SH,LOG,TS,IC,TORPEDO,FLUKES,HB,PAIRED,RESIGHTING,TIME,year,vessel,focal_follow,interval,SEA_Land_no,,,,
1303,38.681772,-27.37248,41075.67041,9/22/56 0:00,6/16/16 16:05,6/16/16,sea,resighting,37,Gg,,30,220,320,0,0,0,2,2,2,-1,,ST    ,,6/16/16 16:05,5629,0,3,8,1,0,2,1,0,190,,,,,,,,,-1,107,16:05:23,2016,orion,,0:04:00,,,,,
1304,38.683353,-27.373293,41075.67303,9/23/56 0:00,6/16/16 16:09,6/16/16,sea,resighting,37,Gg,,15,0,310,0,0,0,2,2,2,-1,,ST    ,"possible response to RV, approaching other animals                                                   ",6/16/16 16:09,5630,-1,1,2,1,0,2,1,0,250,,,,,,,,,-1,108,16:09:10,2016,orion,,0:04:00,,,,,
1305,38.682316,-27.374166,41075.6753,9/5/45 0:00,6/16/16 16:12,6/16/16,sea,resighting,37,Gg,,70,205,120,0,0,0,4,4,4,-1,,ST    ,merged with two marle                                                                                ,6/16/16 16:12,5631,0,1,4,1,0,2,1,1,600,,,,,,,,,0,109,16:12:26,2016,orion,,0:03:00,,,,,
1306,38.681012,-27.374572,41075.67874,6/6/46 0:00,6/16/16 16:17,6/16/16,sea,resighting,37,Gg,,130,240,180,0,0,0,4,4,4,-1,,FT    ,"sighting nr 37, turned 180 degrees since last resighting                                             ",6/16/16 16:17,5632,0,2,8,2,0,0,1,0,100,,,,,,,,,0,110,16:17:24,2016,orion,,0:05:00,,,,,
1307,38.680367,-27.37438,41075.68088,12/4/46 0:00,6/16/16 16:20,6/16/16,sea,resighting,37,Gg,,60,287,190,0,0,0,8,8,10,-1,,NT    ,mc group joining                                                                                     ,6/16/16 16:20,5633,0,3,12,2,0,0,2,0,80,,,,,,,,,-1,111,16:20:29,2016,orion,,0:03:00,,,,,
1308,38.679032,-27.374175,41075.68404,8/30/47 0:00,6/16/16 16:25,6/16/16,sea,resighting,37,Gg,,100,170,110,0,0,0,14,16,18,-1,,NT    ,"sightnr 37, log by focal, group merged, strange sound on array                                       ",6/16/16 16:25,5634,0,1,16,2,0,0,1,10,0,,,1,,,,,,-1,112,16:25:01,2016,orion,,0:05:00,,,,,
1310,38.676584,-27.371796,41075.68905,8/23/48 0:00,6/16/16 16:32,6/16/16,sea,resighting,37,Gg,,80,210,170,0,0,0,16,16,20,-1,,NT    ,some socializing                                                                                     ,6/16/16 16:32,5636,0,1,16,2,0,0,1,0,0,3,,,,2,,,,0,114,16:32:15,2016,orion,,0:07:00,,,,,
1311,38.674785,-27.369137,41075.69186,4/18/49 0:00,6/16/16 16:36,6/16/16,sea,resighting,37,Gg,,70,72,280,0,0,0,16,16,20,-1,,NT    ,"sighting no 37, start more active socializing                                                        ",6/16/16 16:36,5637,0,1,16,3,0,0,1,20,0,,,,,2,,,2,-1,115,16:36:17,2016,orion,,0:04:00,,,,,
1312,38.673711,-27.369186,41075.69391,10/10/49 0:00,6/16/16 16:39,6/16/16,sea,resighting,37,Gg,,30,140,140,0,0,0,2,2,2,-1,,NT    ,"eight individuals do bullejacht, mc stay normal travel                                               ",6/16/16 16:39,5638,0,4,16,1,0,2,1,0,100,,,,,,,,,0,116,16:39:15,2016,orion,,0:03:00,,,,,
1313,38.672174,-27.368236,41075.69632,5/3/50 0:00,6/16/16 16:42,6/16/16,sea,resighting,37,Gg,,120,200,140,0,0,0,4,4,4,-1,,NT    ,"BJ stoped, BJ in front                                                                               ",6/16/16 16:42,5639,0,3,16,2,0,0,1,0,300,,,,,,,,,-1,117,16:42:43,2016,orion,,0:03:00,,,,,
1314,38.670203,-27.365793,41075.69927,1/9/51 0:00,6/16/16 16:46,6/16/16,sea,resighting,37,Gg,,60,185,120,0,0,0,8,8,10,-1,,NT    ,"sighting nr 37, second subgroupsocialising with tailslaps and IC                                     ",6/16/16 16:46,5640,0,2,16,3,0,0,1,30,60,,,,,,,,,0,118,16:46:57,2016,orion,,0:04:00,,,,,
1315,38.6697,-27.364935,41075.70213,9/10/51 0:00,6/16/16 16:51,6/16/16,sea,resighting,37,Gg,,70,305,140,0,0,0,8,8,10,-1,,NT    ,second subgroup still active socializing                                                             ,6/16/16 16:51,5641,0,2,16,3,0,0,0,0,80,,,,,,,,,0,119,16:51:05,2016,orion,,0:05:00,,,,,
1316,38.666145,-27.364412,41075.7064,9/8/52 0:00,6/16/16 16:57,6/16/16,sea,resighting,37,Gg,,65,270,160,0,0,0,9,11,13,-1,,NT    ,second subgroup calmed down                                                                          ,6/16/16 16:57,5642,0,2,16,3,0,0,1,0,100,,,,,,,,,0,120,16:57:14,2016,orion,,0:06:00,,,,,
1317,38.664401,-27.364175,41075.7086,3/13/53 0:00,6/16/16 17:00,6/16/16,sea,resighting,37,Gg,,35,220,155,0,0,0,9,11,13,-1,,NT    ,,6/16/16 17:00,5643,0,2,16,3,0,0,1,10,150,,,,,,,,,0,121,17:00:24,2016,orion,,0:03:00,,,,,
1318,38.659154,-27.36286,41075.71463,8/8/54 0:00,6/16/16 17:09,6/16/16,sea,resighting,37,Gg,,40,155,130,0,0,0,4,4,4,-1,,ST    ,"sighting no 37, groups spread out                                                                    ",6/16/16 17:09,5644,0,3,16,2,0,0,1,0,200,,,,,,,,,0,122,17:09:04,2016,orion,,0:09:00,,,,,
1319,38.658127,-27.361108,41075.71714,3/8/55 0:00,6/16/16 17:12,6/16/16,sea,resighting,37,Gg,,45,200,155,0,0,0,4,4,4,-1,,NT    ,distance is to subgroup with 3 mc and 2 white                                                        ,6/16/16 17:12,5645,0,2,14,2,0,0,1,0,140,,,,,,,,,0,123,17:12:42,2016,orion,,0:03:00,,,,,
1320,38.656321,-27.35857,41075.72032,9/16/55 0:00,6/16/16 17:17,6/16/16,sea,resighting,37,Gg,,70,200,150,0,0,0,4,4,4,-1,,NT    ,together with same two marbles as before                                                             ,6/16/16 17:17,5646,0,2,14,2,0,0,1,0,180,,,,,,,,,0,124,17:17:17,2016,orion,,0:05:00,,,,,
1321,38.655242,-27.357287,41075.72226,1/23/56 0:00,6/16/16 17:20,6/16/16,sea,resighting,37,Gg,,70,210,140,0,0,0,4,4,4,-1,,ST    ,sigth no 37                                                                                          ,6/16/16 17:20,5647,0,2,14,2,0,0,1,0,180,,,,,,,,,0,125,17:20:04,2016,orion,,0:03:00,,,,,
1322,38.65483,-27.354578,41075.72425,7/11/56 0:00,6/16/16 17:22,6/16/16,sea,resighting,37,Gg,,60,90,125,0,0,0,4,4,4,-1,,ST    ,"sighting no 37, second subgroup has breaches and tailslaps                                           ",6/16/16 17:22,5648,0,3,16,2,0,0,1,0,190,,,,,,,,,0,126,17:22:56,2016,orion,,0:02:00,,,,,
1323,38.654052,-27.35138,41075.72757,4/20/57 0:00,6/16/16 17:27,6/16/16,sea,resighting,37,Gg,,60,120,120,0,0,0,4,4,4,-1,,ST    ,HB by = mother                                                                                       ,6/16/16 17:27,5649,0,3,16,3,0,1,1,0,150,,,,,,,,4,-1,127,17:27:43,2016,orion,,0:05:00,,,,,
1324,38.653696,-27.346078,41075.73252,6/16/58 0:00,6/16/16 17:34,6/16/16,sea,resighting,37,Gg,,50,70,120,0,0,0,4,4,4,-1,,ST    ,"sighting no 37, torpedo in subgroup                                                                  ",6/16/16 17:34,5650,0,4,16,3,0,0,1,0,150,,,,,,,,,-1,128,17:34:51,2016,orion,,0:07:00,,,,,
1325,38.652762,-27.341938,41075.73581,3/23/59 0:00,6/16/16 17:39,6/16/16,sea,resighting,37,Gg,,100,45,120,0,0,0,4,4,4,-1,,ST    ,tailslaps in othr subgroups                                                                          ,6/16/16 17:39,5651,0,3,14,2,0,0,1,0,140,,,,,,,,,-1,129,17:39:35,2016,orion,,0:05:00,,,,,
1326,38.652647,-27.338956,41075.73929,1/13/60 0:00,6/16/16 17:44,6/16/16,sea,resighting,37,Gg,,105,30,110,0,0,0,6,6,6,-1,,ST    ,two other marbles joined group                                                                       ,6/16/16 17:44,5652,0,3,12,2,0,0,1,0,120,,,,,,,,,0,130,17:44:36,2016,orion,,0:05:00,,,,,
1327,38.651216,-27.337449,41075.74164,7/31/60 0:00,6/16/16 17:47,6/16/16,sea,resighting,37,Gg,,65,130,130,0,0,0,4,4,4,-1,,ST    ,the two marble split off                                                                             ,6/16/16 17:47,5653,0,4,16,2,0,0,1,0,120,,,,,,,,,0,131,17:47:59,2016,orion,,0:03:00,,,,,
1328,38.649971,-27.333234,41075.74499,5/12/61 0:00,6/16/16 17:52,6/16/16,sea,resighting,37,Gg,,85,55,125,0,0,0,4,4,4,-1,,ST    ,,6/16/16 17:52,5654,0,2,8,2,0,2,1,0,120,,,,,,,,,0,132,17:52:48,2016,orion,,0:05:00,,,,,
1329,38.650214,-27.329556,41075.74755,12/16/61 0:00,6/16/16 17:56,6/16/16,sea,resighting,37,Gg,,75,65,120,0,0,0,4,4,4,-1,,ST    ,,6/16/16 17:56,5655,0,2,8,2,0,0,1,0,90,,,,,,,,,0,133,17:56:28,2016,orion,,0:04:00,,,,,
1330,38.651136,-27.326089,41075.75017,7/28/62 0:00,6/16/16 18:00,6/16/16,sea,resighting,37,Gg,,50,0,80,0,0,0,4,4,4,-1,,ST    ,,6/16/16 18:00,5656,0,2,14,2,0,0,1,0,80,,,,,,,,,0,134,18:00:16,2016,orion,,0:04:00,,,,,
1331,38.652484,-27.323746,41075.75314,4/6/63 0:00,6/16/16 18:04,6/16/16,sea,resighting,37,Gg,,80,320,35,0,0,0,4,4,4,-1,,ST    ,,6/16/16 18:04,5657,0,2,14,2,0,0,1,0,90,,,,,,,,,0,135,18:04:31,2016,orion,,0:04:00,,,,,
1332,38.65341,-27.323599,41075.75475,8/21/63 0:00,6/16/16 18:06,6/16/16,sea,resighting,37,Gg,,60,290,20,0,0,0,4,4,4,-1,,RE    ,,6/16/16 18:06,5658,0,2,14,2,0,0,1,0,110,,,,,,,,,0,136,18:06:51,2016,orion,,0:02:00,,,,,
1334,38.653136,-27.321628,41075.76176,4/9/65 0:00,6/16/16 18:16,6/16/16,sea,resighting,37,Gg,,20,90,90,0,0,0,3,3,3,-1,,ST    ,"= calf together with second mc,hardly any animals u                                                  ",6/16/16 18:16,5660,0,1,3,2,0,2,0,0,800,,,,,,,,,0,138,18:16:56,2016,orion,,0:10:00,,,,,
1335,38.652973,-27.317431,41075.76523,1/30/66 0:00,6/16/16 18:21,6/16/16,sea,resighting,37,Gg,,40,345,70,0,0,0,3,3,3,-1,,RE    ,#NAME?,6/16/16 18:21,5661,0,0,3,3,0,2,1,0,0,,,,,,,,,0,139,18:21:56,2016,orion,,0:05:00,,,,,
1336,38.652286,-27.31497,41075.76801,9/24/66 0:00,6/16/16 18:25,6/16/16,sea,resighting,37,Gg,,50,110,120,0,0,0,2,2,2,-1,,ST    ,150m behind spread out field                                                                         ,6/16/16 18:25,5662,0,1,2,1,0,2,1,0,150,,,,,,,,,0,140,18:25:56,2016,orion,,0:04:00,,,,,
1337,38.651053,-27.312534,41075.76988,3/3/67 0:00,6/16/16 18:28,6/16/16,sea,resighting,37,Gg,,50,50,125,0,0,0,4,4,4,-1,,ST    ,= mc + 2nd mc                                                                                        ,6/16/16 18:28,5663,0,1,4,3,0,0,1,0,250,,,,,,,,,0,141,18:28:39,2016,orion,,0:03:00,,,,,
1338,38.6505,-27.310778,41075.77174,8/6/67 0:00,6/16/16 18:31,6/16/16,sea,resighting,37,Gg,,35,0,125,0,0,0,4,4,4,-1,,ST    ,,6/16/16 18:31,5664,0,1,4,2,0,0,1,0,300,,,,,,,,,-1,142,18:31:18,2016,orion,,0:03:00,,,,,
1339,38.648673,-27.308698,41075.77395,2/11/68 0:00,6/16/16 18:34,6/16/16,sea,resighting,37,Gg,,75,120,155,0,0,0,4,4,4,-1,,ST    ,"sighting no 37, = mc + 2nd mc                                                                        ",6/16/16 18:34,5665,0,1,4,2,0,0,1,0,700,,,,,2,,,,-1,143,18:34:30,2016,orion,,0:03:00,,,,,
1341,38.646687,-27.306036,41075.77736,11/27/68 0:00,6/16/16 18:39,6/16/16,sea,resighting,37,Gg,,70,195,145,0,0,0,6,6,6,-1,,ST    ,3 mother calf                                                                                        ,6/16/16 18:39,5667,0,1,6,3,0,0,1,0,0,,,,,,,,,-1,145,18:39:25,2016,orion,,0:05:00,,,,,
1342,38.645462,-27.303816,41075.77956,5/31/69 0:00,6/16/16 18:42,6/16/16,sea,resighting,37,Gg,,30,190,125,0,0,0,6,6,6,-1,,ST    ,,6/16/16 18:42,5668,0,2,7,2,0,0,1,0,50,,,,,2,,,,-1,146,18:42:34,2016,orion,,0:03:00,,,,,
1343,38.645392,-27.302548,41075.78125,10/22/69 0:00,6/16/16 18:45,6/16/16,sea,resighting,37,Gg,,40,290,290,0,0,0,7,7,7,-1,,RE    ,"turning west, some social                                                                            ",6/16/16 18:45,5669,0,1,7,2,0,2,1,0,0,,,3,,,,,,-1,147,18:45:01,2016,orion,,0:03:00,,,,,
1344,38.645736,-27.304276,41075.78322,4/8/70 0:00,6/16/16 18:47,6/16/16,sea,resighting,37,Gg,,70,230,150,0,0,0,,,,0,,,adult                                                                                                ,6/16/16 18:47,5670,0,,,,0,,,,,,,,,,1,,,0,148,18:47:51,2016,orion,,0:02:00,,,,,
1345,38.644738,-27.30507,41075.7844,7/17/70 0:00,6/16/16 18:49,6/16/16,sea,resighting,37,Gg,,40,165,220,0,0,0,7,7,7,-1,,RE    ,"4mc but one mother diving, sighting 37                                                               ",6/16/16 18:49,5671,0,1,7,2,0,0,2,10,0,,,,,,,,,0,149,18:49:32,2016,orion,,0:02:00,,,,,
1346,38.643275,-27.3067,41075.7874,3/30/71 0:00,6/16/16 18:53,6/16/16,sea,resighting,37,Gg,,85,150,150,0,0,0,,,,0,,,,6/16/16 18:53,5672,0,,,,0,,,,,,,,,,1,,,0,150,18:53:52,2016,orion,,0:04:00,,,,,
1347,38.646923,-27.313863,41075.79487,12/26/72 0:00,6/16/16 19:04,6/16/16,sea,resighting,37,Gg,,20,240,210,0,0,0,3,3,4,-1,,RE    ,3 calves together                                                                                    ,6/16/16 19:04,5673,0,1,3,3,0,0,1,50,200,,,,,,,,,0,151,19:04:37,2016,orion,6/16/16 19:04,0:11:00,,,,,
310,38.697,-27.38,41078.34781,4/16/75 0:00,6/19/16 8:20,6/19/16,sea,sighting,46,Gg,,100,90,270,0,0,-1,8,8,8,0,BY    ,ST    ,possibly foraging; some weak torps; very calm surface bre                                            ,6/19/16 8:20,5726,0,,,,,,,0,,,,,,,,,,,,8:20:52,2016,orion,6/19/16 8:20,,,,,,
1394,38.71957,-27.39107,41078.36984,9/14/79 0:00,6/19/16 8:53,6/19/16,sea,resighting,46,Gg,,1,0,1,0,0,0,5,5,5,0,,ST    ,TAG ON time and location; dark white washed individual; no fix                                       ,6/19/16 8:52,5727,-1,,,,0,,,,,,,,,,,,,0,197,8:52:34,2016,orion,,0:33:14,,,,,
1393,38.724951,-27.393983,41078.37382,9/15/79 0:00,6/19/16 8:58,6/19/16,sea,resighting,46,Gg,,70,250,310,0,0,-1,5,5,6,0,,FO    ,"calm at surface, flukes out                                                                          ",6/19/16 8:58,5728,0,2,8,3,0,0,1,0,100,,,,,,,1,,0,198,8:58:18,2016,orion,,0:04:46,,,,,
1395,38.718258,-27.393993,41078.38861,9/16/79 0:00,6/19/16 9:19,6/19/16,sea,resighting,46,Gg,,65,230,185,0,0,0,2,2,2,0,,FO    ,samen met 2e; marble; rest op                                                                        ,6/19/16 9:19,5729,0,1,2,2,0,0,0,30,300,,,,,,,,,0,199,9:19:36,2016,orion,,0:21:00,,,,,
1396,38.718929,-27.393567,41078.39028,2/4/80 0:00,6/19/16 9:22,6/19/16,sea,resighting,46,Gg,,50,150,150,0,0,0,3,3,3,0,,,group 51 erbij                                                                                       ,6/19/16 9:22,5730,0,2,8,,0,,,,,,,,,,,1,,0,200,9:22:01,2016,orion,,0:03:00,,,,,
,38.71613,-27.39505,,,6/19/16 9:27,19/jun.,handheld,resighting,46,Gg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:27:32,2016,,,0:05:32,,,,,
,38.71026,-27.40012,,,6/19/16 10:14,19/jun.,handheld,resighting,46,Gg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:14:02,2016,,,0:46:30,,,,,
1397,38.699845,-27.395172,41078.43172,9/12/56 0:00,6/19/16 10:21,6/19/16,sea,resighting,46,Gg,,60,220,160,0,0,0,2,2,2,0,,FT    ,relocated after bj; fast travel behind porpoising 3x marble; together with tagged nd 2015            ,6/19/16 10:21,5731,0,2,5,2,0,2,1,0,100,,,,,,,,5,0,201,10:21:41,2016,orion,,0:06:58,,,,,
1398,38.699175,-27.392842,41078.45227,1/4/82 0:00,6/19/16 10:51,6/19/16,sea,resighting,46,Gg,,50,270,140,0,0,0,8,8,9,0,,SO    ,"with 51s; trailing them together with tag2015 mate; all marbles, 1 dark, tag + mate                  ",6/19/16 10:51,5732,0,1,8,1,0,2,1,0,300,,,,,,,,,0,202,10:51:17,2016,orion,,0:30:00,,,,,
1399,38.700735,-27.391346,41078.45759,4/2/83 0:00,6/19/16 10:58,6/19/16,sea,resighting,46,Gg,,100,300,135,0,0,0,4,4,4,-1,,ST    ,tag plus mate marhble plus mk marbke mother; 51s nearby 5 marble plus darker one                     ,6/19/16 10:58,5733,0,2,10,2,0,,,,,,,,,,,,,0,203,10:58:56,2016,orion,,0:07:00,,,,,
1400,38.696456,-27.389758,41078.4699,2/12/86 0:00,6/19/16 11:16,6/19/16,sea,resighting,46,Gg,,50,150,20,0,0,0,7,7,7,-1,,RE    ,"tag on calf, imm off; same comp as morning; 3 marb 1 mk tag plus marble mate                         ",6/19/16 11:16,5734,0,1,7,2,0,0,0,20,600,,,,,,,,,0,204,11:16:40,2016,orion,,0:18:00,,,,,
,38.69391,-27.38962,,,6/19/16 11:23,19/jun.,handheld,resighting,46,Gg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:23:05,2016,,,0:07:05,,,,,
1401,38.68659,-27.393662,41078.4928,5/28/91 0:00,6/19/16 11:49,6/19/16,sea,resighting,46,Gg,,50,210,160,0,0,0,7,7,7,-1,,ST    ,"same comp, start travel                                                                              ",6/19/16 11:49,5735,0,1,7,2,0,0,1,0,0,,,,,,,,,0,205,11:49:38,2016,orion,,0:25:55,,,,,
1402,38.67818,-27.393503,41078.50477,3/11/94 0:00,6/19/16 12:06,6/19/16,sea,resighting,46,Gg,,50,240,210,0,0,0,7,7,7,-1,,NT    ,,6/19/16 12:06,5736,0,1,7,2,0,2,0,0,0,0,,,,,,,,0,206,12:06:52,2016,orion,,0:17:00,,,,,
1404,38.676224,-27.393762,41078.50693,9/10/94 0:00,6/19/16 12:09,6/19/16,sea,resighting,46,Gg,,65,240,185,0,0,0,7,7,7,-1,,ST    ,,6/19/16 12:09,5738,0,1,7,2,0,2,2,0,0,0,,,,,,,,0,208,12:09:59,2016,orion,,0:03:00,,,,,
1405,38.674081,-27.393776,41078.50956,4/22/95 0:00,6/19/16 12:13,6/19/16,sea,resighting,46,Gg,,75,250,200,0,0,0,8,8,8,-1,,NT    ,,6/19/16 12:13,5739,0,1,8,2,0,2,2,0,0,0,,,,,,,,0,209,12:13:46,2016,orion,,0:04:00,,,,,
182,38.67332,-27.39281,,,6/19/16 12:15,19/jun.,boat_gps,resighting,46,Gg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:15:24,2016,,,0:02:24,,,,,
1406,38.672865,-27.393719,41078.51177,10/28/95 0:00,6/19/16 12:16,6/19/16,sea,resighting,46,Gg,,60,285,240,0,0,0,6,6,6,-1,,RE    ,,6/19/16 12:16,5740,0,2,8,2,0,0,2,0,0,,,,,,,,,0,210,12:16:58,2016,orion,,0:00:36,,,,,
1407,38.671802,-27.394473,41078.5139,4/24/96 0:00,6/19/16 12:20,6/19/16,sea,resighting,46,Gg,,85,250,195,0,0,0,7,7,7,-1,,NT    ,resight 46.Small young animal number 8 not with group anymore                                        ,6/19/16 12:20,5741,0,1,7,2,0,0,0,0,0,0,,,,,,,,0,211,12:20:01,2016,orion,,0:04:00,,,,,
1408,38.671006,-27.394879,41078.51668,12/16/96 0:00,6/19/16 12:24,6/19/16,sea,resighting,46,Gg,,85,330,310,0,0,0,7,7,7,-1,,RE    ,,6/19/16 12:24,5742,-1,1,7,3,0,0,0,30,0,0,,,,,,,,0,212,12:24:02,2016,orion,,0:04:00,,,,,
1409,38.671211,-27.397124,41078.5184,5/11/97 0:00,6/19/16 12:26,6/19/16,sea,resighting,46,Gg,,95,220,265,0,0,0,7,7,71,-1,,RE    ,maybe not an 8th animal before but 7                                                                 ,6/19/16 12:26,5743,0,1,7,2,0,0,2,0,0,0,,,,,,,,0,213,12:26:31,2016,orion,,0:02:00,,,,,
1410,38.670064,-27.399147,41078.52125,1/8/98 0:00,6/19/16 12:30,6/19/16,sea,resighting,46,Gg,,145,180,220,0,0,0,8,8,8,-1,,RE    ,no. 8 is present an paired with mate                                                                 ,6/19/16 12:30,5744,0,1,1,3,0,0,0,0,0,0,,,,,,,,0,214,12:30:36,2016,orion,,0:04:00,,,,,
1411,38.670786,-27.398522,41078.52388,8/20/98 0:00,6/19/16 12:34,6/19/16,sea,resighting,46,Gg,,45,110,30,0,0,0,8,8,8,-1,,RE    ,resight no 46.Groupsize was 8 at start after all.                                                    ,6/19/16 12:34,5745,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,215,12:34:23,2016,orion,,0:04:00,,,,,
1412,38.671461,-27.397157,41078.52707,5/19/99 0:00,6/19/16 12:38,6/19/16,sea,resighting,46,Gg,,80,180,100,0,0,0,8,8,8,-1,,RE    ,,6/19/16 12:38,5746,0,1,8,3,0,0,2,10,0,0,,,,,,,,0,216,12:38:59,2016,orion,,0:04:00,,,,,
1413,38.671146,-27.396088,41078.52941,12/3/99 0:00,6/19/16 12:42,6/19/16,sea,resighting,46,Gg,,90,210,180,0,0,0,8,8,8,-1,,ST    ,3 marble together + mate/yad + mother/calf + 2 loose                                                 ,6/19/16 12:42,5747,0,1,8,3,0,0,3,0,0,0,,,,,,,,0,217,12:42:21,2016,orion,,0:04:00,,,,,
1414,38.670012,-27.395161,41078.53264,9/13/56 0:00,6/19/16 12:47,6/19/16,sea,resighting,46,Gg,,85,250,185,0,0,0,8,8,8,-1,,NT    ,,6/19/16 12:47,5748,0,1,8,3,0,0,1,0,0,0,,,,,,,,0,218,12:47:00,2016,orion,,0:05:00,,,,,
1415,38.66867,-27.394564,41078.53485,9/14/56 0:00,6/19/16 12:50,6/19/16,sea,resighting,46,Gg,,55,260,160,0,0,0,8,8,8,-1,,NT    ,,6/19/16 12:50,5749,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,219,12:50:11,2016,orion,,0:03:00,,,,,
1416,38.667093,-27.394127,41078.53734,7/21/00 0:00,6/19/16 12:53,6/19/16,sea,resighting,46,Gg,,105,230,190,0,0,0,8,8,8,-1,,NT    ,,6/19/16 12:53,5750,0,1,8,2,0,0,1,0,0,0,,,,,,,,0,220,12:53:47,2016,orion,,0:03:00,,,,,
1417,38.665557,-27.393144,41078.539,12/10/00 0:00,6/19/16 12:56,6/19/16,sea,resighting,46,Gg,,70,240,160,0,0,0,8,8,8,-1,,NT    ,,6/19/16 12:56,5751,0,1,8,2,0,0,2,0,0,0,,,,,,,,-1,221,12:56:10,2016,orion,,0:03:00,,,,,
1418,38.663704,-27.392829,41078.54236,9/21/01 0:00,6/19/16 13:01,6/19/16,sea,resighting,46,Gg,,45,255,170,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:01,5752,0,1,8,3,0,0,0,0,0,0,,,,,,,,-1,222,13:01:01,2016,orion,,0:05:00,,,,,
1419,38.661615,-27.392464,41078.54549,6/14/02 0:00,6/19/16 13:05,6/19/16,sea,resighting,46,Gg,,65,220,140,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:05,5753,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,223,13:05:30,2016,orion,,0:04:00,,,,,
1420,38.660868,-27.392046,41078.54744,11/28/02 0:00,6/19/16 13:08,6/19/16,sea,resighting,46,Gg,,95,240,180,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:08,5754,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,224,13:08:20,2016,orion,,0:03:00,,,,,
1421,38.65986,-27.391955,41078.54935,5/10/03 0:00,6/19/16 13:11,6/19/16,sea,resighting,46,Gg,,75,235,170,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:11,5755,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,225,13:11:05,2016,orion,,0:03:00,,,,,
1422,38.659794,-27.391742,41078.54953,5/24/03 0:00,6/19/16 13:13,6/19/16,sea,resighting,46,Gg,,60,230,130,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:13,5756,0,1,8,2,0,0,2,0,0,0,,,,,,,,0,226,13:13:58,2016,orion,,0:02:00,,,,,
1423,38.658135,-27.390807,41078.55346,8/28/03 0:00,6/19/16 13:16,6/19/16,sea,resighting,46,Gg,,55,245,150,0,0,0,8,8,8,-1,,NT    ,close to mother/calf pair since last 8 resightings                                                   ,6/19/16 13:16,5757,0,1,8,2,0,,2,0,0,0,,,,,,,,-1,227,13:16:59,2016,orion,,0:03:00,,,,,
1424,38.656913,-27.390403,41078.5564,5/5/04 0:00,6/19/16 13:21,6/19/16,sea,resighting,46,Gg,,90,220,140,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:21,5758,0,1,8,2,0,0,2,0,0,0,,,,,,,,0,228,13:21:14,2016,orion,,0:05:00,,,,,
1425,38.655572,-27.389468,41078.55988,2/25/05 0:00,6/19/16 13:26,6/19/16,sea,resighting,46,Gg,,85,210,150,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:26,5759,0,1,8,2,0,0,2,0,0,0,,,,,,,,-1,229,13:26:15,2016,orion,,0:05:00,,,,,
1426,38.655029,-27.388597,41078.56293,11/9/05 0:00,6/19/16 13:30,6/19/16,sea,resighting,46,Gg,,90,255,170,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:30,5760,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,230,13:30:38,2016,orion,,0:04:00,,,,,
1427,38.654508,-27.388377,41078.5647,4/8/06 0:00,6/19/16 13:33,6/19/16,sea,resighting,46,Gg,,80,240,160,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:33,5761,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,231,13:33:11,2016,orion,,0:03:00,,,,,
1428,38.65312,-27.38792,41078.56824,2/2/07 0:00,6/19/16 13:38,6/19/16,sea,resighting,46,Gg,,90,250,160,0,0,0,8,8,8,-1,,NT    ,"fluke was focal, but no beep heared. Tag probably on belly                                           ",6/19/16 13:38,5762,0,1,8,3,0,0,0,0,0,,,,,,,1,,-1,232,13:38:16,2016,orion,,0:05:00,,,,,
1429,38.652142,-27.387098,41078.57115,10/7/07 0:00,6/19/16 13:42,6/19/16,sea,resighting,46,Gg,,95,260,160,0,0,0,8,8,8,-1,,NT    ,focal fluked                                                                                         ,6/19/16 13:42,5763,0,1,8,2,0,0,0,0,0,,,,,,,1,,0,233,13:42:28,2016,orion,,0:04:00,,,,,
