INDEX,targetlat,targetlon,GPSINDEX,GPS_TIME,Date_time,DATE_only,Source,RE_SIGHTING,RESIGHTING_no,SPECIES,groupid,RADIALDIST,ESTIMATEDA,ASPECTVALU,THEO,BINOC,photoid,LOWNUMBER,BESTNUMBER,HIGHNUMBER,CALVES,CUE,BEHAVIOUR,COMMENT,DATE,BUTTONREF,vardir,#_SUB_GR,#_ANIMAL,SPAC,CALF_ASSOC,LINE,SYN,MIL,DIST,BR,SH,LOG,TS,IC,TORPEDO,FLUKES,HB,PAIRED,RESIGHTING,TIME,year,vessel,focal_follow,interval,SEA_Land_no,,,,
1430,38.65161,-27.386754,41078.57313,3/23/08 0:00,6/19/16 13:45,6/19/16,sea,resighting,46,Gg,,75,270,140,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:45,5764,0,1,8,2,0,0,0,0,0,0,,,,,,,,-1,234,13:45:18,2016,orion,,0:03:00,,,,,
1431,38.650982,-27.386341,41078.57571,10/28/08 0:00,6/19/16 13:49,6/19/16,sea,resighting,46,Gg,,95,260,160,0,0,0,8,8,8,-1,,NT    ,,6/19/16 13:49,5765,0,1,8,2,0,0,,0,0,0,,,,,,,,-1,235,13:49:02,2016,orion,,0:04:00,,,,,
1432,38.650773,-27.385738,41078.57795,5/6/09 0:00,6/19/16 13:52,6/19/16,sea,resighting,46,Gg,,95,275,250,0,0,0,8,8,8,-1,,RE    ,"resight no 46. brief turn and rest, continue normal travel                                           ",6/19/16 13:52,5766,-1,1,8,3,0,0,0,50,0,0,,,,,,,,0,236,13:52:15,2016,orion,,0:03:00,,,,,
1433,38.649813,-27.385727,41078.58066,12/23/09 0:00,6/19/16 13:56,6/19/16,sea,resighting,46,Gg,,80,260,190,0,0,0,8,8,8,-1,,NT    ,fluke by focal                                                                                       ,6/19/16 13:56,5767,0,1,8,2,0,0,3,0,0,0,,,,,,,,-1,237,13:56:09,2016,orion,,0:04:00,,,,,
1434,38.648857,-27.385602,41078.58359,8/29/10 0:00,6/19/16 14:00,6/19/16,sea,resighting,46,Gg,,120,250,185,0,0,0,8,8,8,-1,,NT    ,resight no 46                                                                                        ,6/19/16 14:00,5768,0,1,8,2,0,0,2,0,0,0,,,,,,,,0,238,14:00:22,2016,orion,,0:04:00,,,,,
1435,38.647871,-27.386193,41078.58663,5/15/11 0:00,6/19/16 14:04,6/19/16,sea,resighting,46,Gg,,145,270,200,0,0,0,8,8,8,-1,,NT    ,,6/19/16 14:04,5769,0,1,8,2,0,0,1,0,0,0,,,,,,,,0,239,14:04:46,2016,orion,,0:04:00,,,,,
1436,38.647618,-27.387399,41078.59027,3/18/12 0:00,6/19/16 14:09,6/19/16,sea,resighting,46,Gg,,155,300,0,0,0,0,8,8,8,-1,,RE    ,second turn and rest                                                                                 ,6/19/16 14:09,5770,-1,1,8,2,0,0,0,50,0,0,,,,,,,,0,240,14:09:59,2016,orion,,0:05:00,,,,,
1437,38.647749,-27.386378,41078.59228,9/6/12 0:00,6/19/16 14:12,6/19/16,sea,resighting,46,Gg,,60,285,160,0,0,0,8,8,8,-1,,RE    ,,6/19/16 14:12,5771,0,1,8,2,0,0,1,50,0,0,,,,,,,,0,241,14:12:54,2016,orion,,0:03:00,,,,,
1438,38.646722,-27.384661,41078.59767,12/9/13 0:00,6/19/16 14:20,6/19/16,sea,resighting,46,Gg,,80,235,140,0,0,0,8,8,8,-1,,NT    ,,6/19/16 14:20,5772,0,1,8,2,0,0,1,0,0,,,,,,,1,,0,242,14:20:40,2016,orion,,0:08:00,,,,,
1439,38.646332,-27.383947,41078.59897,3/28/14 0:00,6/19/16 14:22,6/19/16,sea,resighting,46,Gg,,65,230,160,0,0,0,8,8,8,-1,,NT    ,speedboat crossed tavelpath and rissos turned                                                        ,6/19/16 14:22,5773,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,243,14:22:32,2016,orion,,0:02:00,,,,,
1440,38.645734,-27.384161,41078.60069,8/22/14 0:00,6/19/16 14:25,6/19/16,sea,resighting,46,Gg,,125,240,170,0,0,0,8,8,8,-1,,NT    ,10 flipperslaps by yad                                                                               ,6/19/16 14:25,5774,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,244,14:25:01,2016,orion,,0:03:00,,,,,
1441,38.645106,-27.383616,41078.60245,1/17/15 0:00,6/19/16 14:27,6/19/16,sea,resighting,46,Gg,,75,270,170,0,0,0,8,8,8,-1,,NT    ,"10+ flipperslaps, all display by yad                                                                 ",6/19/16 14:27,5775,0,1,8,3,0,0,0,0,0,,,,4,,,,3,0,245,14:27:33,2016,orion,,0:02:00,,,,,
1442,38.64428,-27.383163,41078.60567,10/17/15 0:00,6/19/16 14:32,6/19/16,sea,resighting,46,Gg,,70,260,180,0,0,0,8,8,8,-1,,NT    ,flipperslaps by yad                                                                                  ,6/19/16 14:32,5776,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,246,14:32:10,2016,orion,,0:05:00,,,,,
1443,38.643737,-27.382799,41078.60692,2/1/16 0:00,6/19/16 14:33,6/19/16,sea,resighting,46,Gg,,70,270,160,0,0,0,8,8,8,-1,,NT    ,,6/19/16 14:33,5777,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,247,14:33:59,2016,orion,,0:01:00,,,,,
1444,38.642984,-27.381947,41078.60845,6/10/16 0:00,6/19/16 14:36,6/19/16,sea,resighting,46,Gg,,75,195,110,0,0,0,8,8,8,-1,,NT    ,,6/19/16 14:36,5778,0,1,8,2,0,0,0,0,0,,,,,,,,,0,248,14:36:11,2016,orion,,0:03:00,,,,,
1445,38.642865,-27.381376,41078.60983,10/5/16 0:00,6/19/16 14:38,6/19/16,sea,resighting,46,Gg,,80,220,110,0,0,0,8,8,8,-1,,NT    ,,6/19/16 14:38,5779,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,249,14:38:09,2016,orion,,0:02:00,,,,,
1446,38.641784,-27.380631,41078.6122,4/25/17 0:00,6/19/16 14:41,6/19/16,sea,resighting,46,Gg,,165,190,110,0,0,0,8,8,8,-1,,NT    ,,6/19/16 14:41,5780,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,250,14:41:34,2016,orion,,0:03:00,,,,,
1447,38.641841,-27.37877,41078.61403,9/26/17 0:00,6/19/16 14:44,6/19/16,sea,resighting,46,Gg,,80,175,105,0,0,0,8,8,8,-1,,ST    ,,6/19/16 14:44,5781,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,251,14:44:13,2016,orion,,0:03:00,,,,,
1448,38.642362,-27.377084,41078.61571,2/16/18 0:00,6/19/16 14:46,6/19/16,sea,resighting,46,Gg,,80,170,90,0,0,0,8,8,8,-1,,ST    ,,6/19/16 14:46,5782,0,1,8,2,0,0,1,0,0,0,,,,,,,,0,252,14:46:38,2016,orion,,0:02:00,,,,,
1449,38.642433,-27.375621,41078.61725,6/27/18 0:00,6/19/16 14:48,6/19/16,sea,resighting,46,Gg,,70,190,60,0,0,0,8,8,8,-1,,ST    ,,6/19/16 14:48,5783,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,253,14:48:50,2016,orion,,0:02:00,,,,,
1450,38.642219,-27.374022,41078.61884,11/10/18 0:00,6/19/16 14:51,6/19/16,sea,resighting,46,Gg,,130,160,110,0,0,0,8,8,8,-1,,ST    ,rno 46                                                                                               ,6/19/16 14:51,5784,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,254,14:51:08,2016,orion,,0:03:00,,,,,
1451,38.642582,-27.372952,41078.62037,3/20/19 0:00,6/19/16 14:53,6/19/16,sea,resighting,46,Gg,,80,200,110,0,0,0,8,8,8,-1,,ST    ,,6/19/16 14:53,5785,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,255,14:53:21,2016,orion,,0:02:00,,,,,
1452,38.642696,-27.371154,41078.62215,8/18/19 0:00,6/19/16 14:55,6/19/16,sea,resighting,46,Gg,,83,210,110,-1,0,0,8,8,8,-1,,ST    ,,6/19/16 14:55,5786,0,1,8,2,0,0,2,0,0,0,,,,,,,,0,256,14:55:55,2016,orion,,0:02:00,,,,,
1453,38.642276,-27.370043,41078.62362,12/21/19 0:00,6/19/16 14:58,6/19/16,sea,resighting,46,Gg,,99,200,100,-1,0,0,8,8,8,-1,,ST    ,,6/19/16 14:58,5787,0,1,8,3,0,0,2,0,0,0,,,,,,,,0,257,14:58:02,2016,orion,,0:03:00,,,,,
1454,38.642539,-27.368427,41078.62527,5/9/20 0:00,6/19/16 15:00,6/19/16,sea,resighting,46,Gg,,75,215,100,0,0,0,8,8,8,-1,,ST    ,,6/19/16 15:00,5788,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,258,15:00:24,2016,orion,,0:02:00,,,,,
1455,38.642234,-27.366458,41078.62751,11/15/20 0:00,6/19/16 15:03,6/19/16,sea,resighting,46,Gg,,70,240,130,0,0,0,8,8,8,-1,,ST    ,,6/19/16 15:03,5789,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,259,15:03:37,2016,orion,,0:03:00,,,,,
1456,38.641965,-27.365061,41078.62924,4/11/21 0:00,6/19/16 15:06,6/19/16,sea,resighting,46,Gg,,80,240,110,-1,0,0,8,8,8,-1,,ST    ,,6/19/16 15:06,5790,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,260,15:06:06,2016,orion,,0:03:00,,,,,
1457,38.641696,-27.364087,41078.63037,7/17/21 0:00,6/19/16 15:07,6/19/16,sea,resighting,46,Gg,,76,250,135,-1,0,0,8,8,8,-1,,ST    ,,6/19/16 15:07,5791,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,261,15:07:45,2016,orion,,0:01:00,,,,,
1458,38.640478,-27.361239,41078.63402,5/23/22 0:00,6/19/16 15:12,6/19/16,sea,resighting,46,Gg,,105,210,130,0,0,0,8,8,8,-1,,ST    ,,6/19/16 15:12,5792,0,1,8,2,0,0,1,0,0,0,,,,,,,,0,262,15:12:59,2016,orion,,0:05:00,,,,,
1459,38.639383,-27.359113,41078.63637,12/8/22 0:00,6/19/16 15:16,6/19/16,sea,resighting,46,Gg,,80,80,130,0,0,0,8,8,8,-1,,ST    ,,6/19/16 15:16,5793,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,263,15:16:22,2016,orion,,0:04:00,,,,,
1460,38.639242,-27.356052,41078.63875,6/29/23 0:00,6/19/16 15:19,6/19/16,sea,resighting,46,Gg,,70,70,120,0,0,0,8,8,8,-1,,ST    ,rno 46                                                                                               ,6/19/16 15:19,5794,0,1,8,3,0,0,0,0,,0,,,,,,,,0,264,15:19:49,2016,orion,,0:03:00,,,,,
1461,38.639542,-27.352983,41078.64148,2/16/24 0:00,6/19/16 15:23,6/19/16,sea,resighting,46,Gg,,65,30,95,0,0,0,8,8,8,-1,,RE    ,,6/19/16 15:23,5795,0,1,8,2,0,0,1,0,0,0,,,,,,,,0,265,15:23:44,2016,orion,,0:04:00,,,,,
1462,38.639404,-27.350009,41078.64414,9/30/24 0:00,6/19/16 15:27,6/19/16,sea,resighting,46,Gg,,65,60,105,0,0,0,8,8,8,-1,,ST    ,30+ flipperslaps                                                                                     ,6/19/16 15:27,5796,0,1,8,3,0,0,0,0,0,0,,,10,,,,3,0,266,15:27:35,2016,orion,,0:04:00,,,,,
1463,38.639149,-27.348834,41078.64516,12/26/24 0:00,6/19/16 15:29,6/19/16,sea,resighting,46,Gg,,60,70,115,0,0,0,8,8,8,-1,,ST    ,"20 flipperslaps, possibly the yad is Onno                                                            ",6/19/16 15:29,5797,0,1,8,3,0,0,1,0,0,0,,,,,,,,0,267,15:29:02,2016,orion,,0:02:00,,,,,
1464,38.638941,-27.347281,41078.64632,4/4/25 0:00,6/19/16 15:30,6/19/16,sea,resighting,46,Gg,,65,80,120,0,0,0,8,8,8,-1,,ST    ,,6/19/16 15:30,5798,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,268,15:30:43,2016,orion,,0:01:00,,,,,
1465,38.638688,-27.345389,41078.64786,8/11/25 0:00,6/19/16 15:32,6/19/16,sea,resighting,46,Gg,,55,110,130,0,0,0,8,8,8,-1,,ST    ,10 flipperslaps Onno                                                                                 ,6/19/16 15:32,5799,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,269,15:32:56,2016,orion,,0:02:00,,,,,
1466,38.638286,-27.344115,41078.649,11/16/25 0:00,6/19/16 15:34,6/19/16,sea,resighting,46,Gg,,70,110,120,0,0,0,8,8,8,-1,,ST    ,,6/19/16 15:34,5800,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,270,15:34:34,2016,orion,,0:02:00,,,,,
1467,38.637729,-27.34203,41078.65083,4/21/26 0:00,6/19/16 15:37,6/19/16,sea,resighting,46,Gg,,85,115,145,0,0,0,8,8,8,-1,,ST    ,also multiple flipperslaps all displays by Onno                                                      ,6/19/16 15:37,5801,0,1,8,3,0,0,0,0,0,0,,,5,,,,3,0,271,15:37:12,2016,orion,,0:03:00,,,,,
1468,38.636955,-27.339249,41078.65336,11/22/26 0:00,6/19/16 15:40,6/19/16,sea,resighting,46,Gg,,85,120,120,0,0,0,8,8,8,-1,,NT    ,,6/19/16 15:40,5802,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,272,15:40:50,2016,orion,,0:03:00,,,,,
1469,38.636245,-27.33715,41078.65556,5/29/27 0:00,6/19/16 15:44,6/19/16,sea,resighting,46,Gg,,50,110,150,0,0,0,8,8,8,-1,,NT    ,Onno in group                                                                                        ,6/19/16 15:44,5803,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,273,15:44:01,2016,orion,,0:04:00,,,,,
1470,38.635274,-27.335081,41078.65778,12/4/27 0:00,6/19/16 15:47,6/19/16,sea,resighting,46,Gg,,60,110,125,0,0,0,8,8,8,-1,,NT    ,,6/19/16 15:47,5804,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,274,15:47:12,2016,orion,,0:03:00,,,,,
1471,38.634802,-27.333562,41078.65936,4/17/28 0:00,6/19/16 15:49,6/19/16,sea,resighting,46,Gg,,50,90,135,0,0,0,8,8,8,-1,,NT    ,"Mate futher away from group, around 100m                                                             ",6/19/16 15:49,5805,0,1,8,2,0,0,0,0,0,0,,,,,,,,0,275,15:49:30,2016,orion,,0:02:00,,,,,
1472,38.633661,-27.332137,41078.66163,10/26/28 0:00,6/19/16 15:52,6/19/16,sea,resighting,46,Gg,,55,145,140,0,0,0,8,8,8,-1,,ST    ,,6/19/16 15:52,5806,0,1,8,2,0,0,1,0,0,0,,,,,,,,0,276,15:52:45,2016,orion,,0:03:00,,,,,
1473,38.63242,-27.331445,41078.66406,5/21/29 0:00,6/19/16 15:56,6/19/16,sea,resighting,46,Gg,,50,130,180,0,0,0,8,8,8,-1,,ST    ,FS 20+ by onno                                                                                       ,6/19/16 15:56,5807,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,277,15:56:15,2016,orion,,0:04:00,,,,,
1474,38.630851,-27.329587,41078.66685,1/13/30 0:00,6/19/16 16:00,6/19/16,sea,resighting,46,Gg,,45,130,180,0,0,0,8,8,8,-1,,ST    ,20+ FS by Onno                                                                                       ,6/19/16 16:00,5808,0,1,8,2,0,0,0,0,0,0,,,3,,,,,0,278,16:00:16,2016,orion,,0:04:00,,,,,
1475,38.629994,-27.328153,41078.66882,6/30/30 0:00,6/19/16 16:03,6/19/16,sea,resighting,46,Gg,,45,120,180,0,0,0,8,8,8,-1,,ST    ,,6/19/16 16:03,5809,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,279,16:03:07,2016,orion,,0:03:00,,,,,
1476,38.62903,-27.328045,41078.67037,11/9/30 0:00,6/19/16 16:05,6/19/16,sea,resighting,46,Gg,,55,200,30,0,0,0,8,8,8,-1,,ST    ,"multiple FS Onno, animals turned                                                                     ",6/19/16 16:05,5810,0,1,8,3,0,0,1,0,0,0,,,,,,,,0,280,16:05:21,2016,orion,,0:02:00,,,,,
1477,38.631149,-27.328728,41078.67221,4/15/31 0:00,6/19/16 16:08,6/19/16,sea,resighting,46,Gg,,60,0,330,0,0,0,8,8,8,-1,,ST    ,multiple FS all display by Onno                                                                      ,6/19/16 16:08,5811,0,1,8,3,0,0,0,0,0,5,,,4,,,,,0,281,16:08:00,2016,orion,,0:03:00,,,,,
1478,38.63229,-27.329816,41078.67387,9/2/31 0:00,6/19/16 16:10,6/19/16,sea,resighting,46,Gg,,60,50,330,0,0,0,8,8,8,-1,,ST    ,"Breaches unusual, looks like dorsal slap                                                             ",6/19/16 16:10,5812,0,1,8,3,0,0,0,0,0,10,,,5,,,,2,0,282,16:10:45,2016,orion,,0:02:00,,,,,
1479,38.632562,-27.330017,41078.67387,9/2/31 0:00,6/19/16 16:13,6/19/16,sea,resighting,46,Gg,,70,20,300,0,0,0,8,8,8,-1,,ST    ,"many FS, all display by Onno                                                                         ",6/19/16 16:13,5813,0,1,8,3,0,0,0,0,0,3,,,5,,,,,0,283,16:13:38,2016,orion,,0:03:00,,,,,
1480,38.632429,-27.329519,41078.67387,9/2/31 0:00,6/19/16 16:16,6/19/16,sea,resighting,46,Gg,,90,50,20,0,0,0,8,8,8,-1,,ST    ,HB not by Onno but marble adult                                                                      ,6/19/16 16:16,5814,0,1,8,3,0,0,1,0,0,0,,,,,,,8,0,284,16:16:46,2016,orion,,0:03:00,,,,,
1481,38.637828,-27.334542,41078.68061,9/26/31 0:00,6/19/16 16:20,6/19/16,sea,resighting,46,Gg,,8,30,310,0,0,0,8,8,8,-1,,ST    ,"HB by marble adult, FS by Onno                                                                       ",6/19/16 16:20,5815,0,1,8,3,0,0,0,0,0,0,,,,,,,8,0,285,16:20:06,2016,orion,,0:04:00,,,,,
1482,38.639369,-27.334927,41078.68206,1/24/32 0:00,6/19/16 16:22,6/19/16,sea,resighting,46,Gg,,55,50,330,0,0,0,8,8,8,-1,,ST    ,,6/19/16 16:22,5816,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,286,16:22:11,2016,orion,,0:02:00,,,,,
1483,38.64091,-27.33534,41078.68368,6/10/32 0:00,6/19/16 16:24,6/19/16,sea,resighting,46,Gg,,65,40,330,0,0,0,8,8,8,-1,,ST    ,"rno 46, FS by Onno who is trailling the group                                                        ",6/19/16 16:24,5817,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,287,16:24:31,2016,orion,,0:02:00,,,,,
1484,38.642203,-27.335902,41078.68491,9/22/32 0:00,6/19/16 16:26,6/19/16,sea,resighting,46,Gg,,85,40,320,0,0,0,8,8,8,-1,,ST    ,LRF PB boat dist. = 727m. FS by Onno                                                                 ,6/19/16 16:26,5818,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,288,16:26:16,2016,orion,,0:02:00,,,,,
1485,38.643127,-27.337115,41078.68638,1/25/33 0:00,6/19/16 16:28,6/19/16,sea,resighting,46,Gg,,55,50,320,0,0,0,8,8,8,-1,,ST    ,FS by Onno                                                                                           ,6/19/16 16:28,5819,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,289,16:28:24,2016,orion,,0:02:00,,,,,
1486,38.644345,-27.338917,41078.68839,7/15/33 0:00,6/19/16 16:31,6/19/16,sea,resighting,46,Gg,,80,340,330,0,0,0,8,8,8,-1,,ST    ,,6/19/16 16:31,5820,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,290,16:31:17,2016,orion,,0:03:00,,,,,
1487,38.646192,-27.340479,41078.69032,12/27/33 0:00,6/19/16 16:34,6/19/16,sea,resighting,46,Gg,,65,35,320,0,0,0,8,8,8,-1,,NT    ,Onno + Mate not seen                                                                                 ,6/19/16 16:34,5821,0,1,8,3,0,0,0,0,0,0,,,,,,,,0,291,16:34:05,2016,orion,,0:03:00,,,,,
1488,38.647093,-27.341489,41078.69156,4/10/34 0:00,6/19/16 16:35,6/19/16,sea,resighting,46,Gg,,50,0,320,0,0,0,3,3,5,-1,,ST    ,Tag + Mothercalf keep direction. Others move towards Mont Brasil                                     ,6/19/16 16:35,5822,0,2,6,2,0,0,0,0,200,0,,,,,,,,0,292,16:35:51,2016,orion,,0:01:00,,,,,
1489,38.648057,-27.34342,41078.69347,9/20/34 0:00,6/19/16 16:38,6/19/16,sea,resighting,46,Gg,,45,350,330,0,0,0,3,3,3,-1,,NT    ,Tagged animal fast swimming underwater                                                               ,6/19/16 16:38,5823,0,2,3,2,0,0,0,10,600,0,,,,,,,,-1,293,16:38:36,2016,orion,,0:03:00,,,,,
1490,38.65038,-27.345664,41078.69705,7/22/35 0:00,6/19/16 16:43,6/19/16,sea,resighting,46,Gg,,70,90,330,0,0,0,1,1,1,0,,FO    ,"Tagged animal, high speed swiming underwater                                                         ",6/19/16 16:43,5824,0,1,1,5,0,0,0,0,0,0,,,,,,,,0,294,16:43:46,2016,orion,,0:05:00,,,,,
1491,38.655411,-27.349643,41078.70037,4/29/36 0:00,6/19/16 16:48,6/19/16,sea,resighting,46,Gg,,80,20,350,0,0,0,4,4,4,-1,,FT    ,,6/19/16 16:48,5825,0,1,4,3,0,0,0,0,500,,,,,,,,,0,295,16:48:33,2016,orion,,0:05:00,,,,,
1492,38.658519,-27.353783,41078.70291,12/1/36 0:00,6/19/16 16:52,6/19/16,sea,resighting,46,Gg,,95,10,305,0,0,0,6,6,6,-1,,NT    ,meet other group of animals                                                                          ,6/19/16 16:52,5826,0,1,6,3,0,0,0,0,600,0,,,,,,,,0,296,16:52:12,2016,orion,,0:04:00,,,,,
1494,38.664551,-27.364414,41078.71063,9/4/38 0:00,6/19/16 17:03,6/19/16,sea,resighting,46,Gg,,80,20,330,0,0,0,4,4,4,-1,,NT    ,"mother calf + mate + tag, tag is on tail, antenna pointing down, trying to get tag off               ",6/19/16 17:03,5828,0,2,9,4,0,0,0,0,,,,,,,,,5,0,298,17:03:19,2016,orion,,0:11:00,,,,,
1497,38.667997,-27.370995,41078.71675,1/31/40 0:00,6/19/16 17:12,6/19/16,sea,resighting,46,Gg,,65,220,300,0,0,0,2,2,2,-1,,FO    ,"tag + calf, HB from focal                                                                            ",6/19/16 17:12,5831,0,2,5,4,0,0,0,10,200,,,,,,,,2,0,301,17:12:07,2016,orion,,0:09:00,,,,,
1498,38.669695,-27.373879,41078.72031,11/24/40 0:00,6/19/16 17:17,6/19/16,sea,resighting,46,Gg,,100,340,285,0,0,0,1,1,1,0,,ST    ,,6/19/16 17:17,5832,0,2,3,5,0,0,0,0,150,0,,,,,,,,0,302,17:17:16,2016,orion,,0:05:00,,,,,
1499,38.67398,-27.377644,41078.72581,3/6/42 0:00,6/19/16 17:25,6/19/16,sea,resighting,46,Gg,,300,5,340,0,0,0,1,1,1,0,,FT    ,"rno 46. splashes, likely to get tag off                                                              ",6/19/16 17:25,5833,0,1,1,5,0,,,,450,,,,,,,,4,0,303,17:25:10,2016,orion,,0:08:00,,,,,
1500,38.677093,-27.37939,41078.72729,7/6/42 0:00,6/19/16 17:27,6/19/16,sea,resighting,46,Gg,,55,30,30,0,0,0,1,1,1,0,,FT    ,splashing trying to get tag off                                                                      ,6/19/16 17:27,5834,0,2,2,5,0,0,0,0,200,0,,,,,,,,0,304,17:27:19,2016,orion,6/19/16 17:27,0:02:00,,,,,
